nodename	pmid	model	k	BF as int	UF	EUF	EUCF	UCF	EF	ECF	NCF	Chain	Chain_1	bias	Chain-U
v_ERBB2	24970389	38	6	576610288166537216	True	True	True	True	True	True	True	False	True	7	True
v_ERBB3	24970389	38	5	143130624	True	True	True	True	True	True	True	False	True	3	True
v_ERK1_2	24970389	38	4	32767	True	True	True	True	True	True	True	False	True	15	True
v_FoxO1_3a	24970389	38	2	2	True	True	True	True	True	True	True	True	True	1	True
v_GSKa_b	24970389	38	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Nfkb	24970389	38	3	127	True	True	True	True	True	True	True	False	True	7	True
v_PRAS	24970389	38	3	112	True	True	True	True	True	True	True	False	True	3	True
v_PTEN	24970389	38	3	112	True	True	True	True	True	True	True	False	True	3	True
v_RB	24970389	38	5	143130624	True	True	True	True	True	True	True	False	True	3	True
v_RPS6	24970389	38	2	7	True	True	True	True	True	True	True	False	True	3	True
v_TSC2	24970389	38	5	1086324736	True	True	True	True	True	True	True	False	True	3	True
v_cJUN	24970389	38	2	2	True	True	True	True	True	True	True	True	True	1	True
v_cRAF	24970389	38	6	3026605869421865472	True	True	True	True	True	True	True	False	True	15	True
v_p38	24970389	38	2	7	True	True	True	True	True	True	True	False	True	3	True
v_p53	24970389	38	4	32767	True	True	True	True	True	True	True	False	True	15	True
v_p70S6K	24970389	38	5	1086374080	True	True	True	True	True	True	True	False	True	7	True
v_ABL	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_AC	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_AKT	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_API	25431332	39	2	1	True	True	True	True	True	True	True	True	False	1	True
v_BAD	25431332	39	4	0	True	False	False	True	False	False	False	False	False	0	False
v_BCL2L1	25431332	39	1	2	True	True	True	True	True	True	True	True	True	1	True
v_B_arrestin	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_CARMA1BCL10MALT1	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_CBL	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_CBLB	25431332	39	4	14335	True	True	True	True	True	True	True	False	False	13	False
v_CCR5_CXCR4	25431332	39	3	127	True	True	True	True	True	True	True	False	True	7	True
v_CD28	25431332	39	3	128	True	True	True	True	True	True	True	False	True	1	True
v_CD4	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_CDC42	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_CDKN1A_p21	25431332	39	3	127	True	True	True	True	True	True	True	False	True	7	True
v_CREB	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_CRK	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_CSK	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_CTLA4	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_CTNNB1_bcat	25431332	39	2	8	True	True	True	True	True	True	True	False	True	1	True
v_CYC1	25431332	39	1	2	True	True	True	True	True	True	True	True	True	1	True
v_Ca2	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_CaN	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Cam	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Ccblp	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_DAG	25431332	39	3	21	True	True	True	True	True	True	True	False	False	3	False
v_DGK	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_DNA	25431332	39	6	6196766170285080575	True	False	False	True	False	False	False	False	False	56	False
v_DOCK2_CRK_ELMO1	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_FOS	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_FOXO3	25431332	39	1	2	True	True	True	True	True	True	True	True	True	1	True
v_FYN	25431332	39	4	14143	True	True	True	True	True	True	True	False	False	11	False
v_GAB2	25431332	39	4	273	True	True	True	True	True	True	True	False	False	3	False
v_GRAP2_GADS	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_GRB2	25431332	39	3	127	True	True	True	True	True	True	True	False	True	7	True
v_GRK	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_GSK3	25431332	39	1	2	True	True	True	True	True	True	True	True	True	1	True
v_Gai	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_GaiGby	25431332	39	3	2	True	True	True	True	True	True	True	True	False	1	True
v_Gby	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_IKB	25431332	39	3	55	True	True	True	True	True	True	True	False	False	5	False
v_IP3	25431332	39	4	22391	True	True	True	True	True	True	True	False	False	11	False
v_ITK	25431332	39	5	50529111	True	True	True	True	True	True	False	False	False	11	False
v_Ikkb_Ikky_Ikka	25431332	39	4	8191	True	True	True	True	True	True	True	False	False	13	False
v_JAK3	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_JUN	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_LAT	25431332	39	3	31	True	True	True	True	True	True	True	False	False	5	False
v_LCK	25431332	39	7	114313607584890313387848954513744461823	True	True	True	True	True	True	True	False	False	113	False
v_LCP2_SLP76	25431332	39	4	4383	True	True	True	True	True	True	False	False	False	7	False
v_MAP2K1_2_MEK1_2	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MAP2K4_Mkk4	25431332	39	3	127	True	True	True	True	True	True	True	False	True	7	True
v_MAP2K7_MKK7	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MAP3K14_NIK	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_MAP3K1_Mekk1	25431332	39	3	127	True	True	True	True	True	True	True	False	True	7	True
v_MAP3K1_Mlk3	25431332	39	3	127	True	True	True	True	True	True	True	False	True	7	True
v_MAP3K7_TAK1	25431332	39	3	127	True	True	True	True	True	True	True	False	True	7	True
v_MAP3K8_COT	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MAP4K1_Hpk1	25431332	39	7	1038522754236976937176174101004287	True	False	False	True	False	False	False	False	False	104	False
v_MAPK14_p38	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_MAPK1_3_Erk	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_MAPK8_JNK	25431332	39	3	127	True	True	True	True	True	True	True	False	True	7	True
v_NCF1	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_NCK	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_NFAT	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_NFKB	25431332	39	3	7	True	True	True	True	True	True	True	False	False	3	False
v_NOX4	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PAG	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_PAK	25431332	39	4	24447	True	True	True	True	True	True	True	False	False	13	False
v_PDPK1	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PIP2	25431332	39	2	1	True	True	True	True	True	True	True	True	False	1	True
v_PIP3	25431332	39	2	1	True	True	True	True	True	True	True	True	False	1	True
v_PKA	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PKCB_D	25431332	39	5	858994551	True	True	True	True	True	True	True	False	False	19	False
v_PKCth	25431332	39	6	3689353508282171391	True	True	True	True	True	True	True	False	False	51	False
v_PLCB	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_PLCy1	25431332	39	10	35953991814033484092002033891313964621187178383550012145059645907335503140555382420934325147310307015714874044556531361084236408102226323322901240061159155539495210146877513367185101641188206525756700497044658286584872958959062903138717150740773697053313517305533684597300938763797530323030773766894747910143	True	False	False	True	False	False	False	False	False	832	False
v_PPP2R4_PP2A	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PRKCZ	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_PRKCZPar3Tiam1	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PTEN	25431332	39	3	127	True	True	True	True	True	True	True	False	True	7	True
v_PTK2	25431332	39	4	14335	True	True	True	True	True	True	True	False	False	13	False
v_PTK2B_Pyk2	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_PTPN11_SHP2	25431332	39	3	127	True	True	True	True	True	True	True	False	True	7	True
v_PTPN6_SHP1	25431332	39	3	127	True	True	True	True	True	True	True	False	True	7	True
v_PXN	25431332	39	3	119	True	False	False	True	False	False	False	False	False	6	False
v_P_REX1	25431332	39	2	1	True	True	True	True	True	True	True	True	False	1	True
v_RAC	25431332	39	4	32767	True	True	True	True	True	True	True	False	True	15	True
v_RAF	25431332	39	5	2004318079	True	True	True	True	True	True	True	False	False	25	False
v_RAP	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_RAS	25431332	39	5	1431786847	True	True	True	True	True	True	True	False	False	19	False
v_RASGRP1	25431332	39	2	1	True	True	True	True	True	True	True	True	False	1	True
v_RASGRP2	25431332	39	3	19	True	True	True	True	True	True	True	False	False	3	False
v_RHOA	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ROCK	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_RPS6KA1_RSK	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Rik	25431332	39	2	1	True	True	True	True	True	True	True	True	False	1	True
v_SH3BP2	25431332	39	2	1	True	True	True	True	True	True	True	True	False	1	True
v_SHC	25431332	39	3	127	True	True	True	True	True	True	True	False	True	7	True
v_SIT1	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_SOS	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_STAT	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Src	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Sre	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_TCR	25431332	39	4	8191	True	True	True	True	True	True	True	False	False	13	False
v_VAV1	25431332	39	6	6872351741438820351	True	True	True	True	True	True	False	False	False	55	False
v_VAV3	25431332	39	4	22527	True	True	True	True	True	True	True	False	False	13	False
v_WASP	25431332	39	3	1	True	True	True	True	True	True	True	True	False	1	True
v_ZAP70	25431332	39	4	4383	True	True	True	True	True	True	False	False	False	7	False
v_cAMP	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_capsid	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_gp120	25431332	39	3	127	True	True	True	True	True	True	True	False	True	7	True
v_gp160	25431332	39	1	2	True	True	True	True	True	True	True	True	True	1	True
v_in	25431332	39	1	2	True	True	True	True	True	True	True	True	True	1	True
v_matrix	25431332	39	6	9223372036854775807	True	True	True	True	True	True	True	False	True	63	True
v_nef	25431332	39	2	7	True	True	True	True	True	True	True	False	True	3	True
v_nucleocapsid	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_p6	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_protease	25431332	39	3	128	True	True	True	True	True	True	True	False	True	1	True
v_rev	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_rt	25431332	39	6	9223372036854775807	True	True	True	True	True	True	True	False	True	63	True
v_tat	25431332	39	4	32767	True	True	True	True	True	True	True	False	True	15	True
v_vif	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_vpr	25431332	39	1	1	True	True	True	True	True	True	True	True	True	1	True
v_GATA3	16542429	40	3	42	True	True	True	True	True	True	True	False	True	3	True
v_IFNbR	16542429	40	1	1	True	True	True	True	True	True	True	True	True	1	True
v_IFNg	16542429	40	5	1894838512	True	True	True	True	True	True	True	False	True	15	True
v_IFNgR	16542429	40	1	1	True	True	True	True	True	True	True	True	True	1	True
v_IL10	16542429	40	1	1	True	True	True	True	True	True	True	True	True	1	True
v_IL10R	16542429	40	1	1	True	True	True	True	True	True	True	True	True	1	True
v_IL12R	16542429	40	1	1	True	True	True	True	True	True	True	True	True	1	True
v_IL18R	16542429	40	2	4	True	True	True	True	True	True	True	True	True	1	True
v_IL4	16542429	40	2	2	True	True	True	True	True	True	True	True	True	1	True
v_IL4R	16542429	40	2	2	True	True	True	True	True	True	True	True	True	1	True
v_IRAK	16542429	40	1	1	True	True	True	True	True	True	True	True	True	1	True
v_JAK1	16542429	40	2	2	True	True	True	True	True	True	True	True	True	1	True
v_NFAT	16542429	40	1	1	True	True	True	True	True	True	True	True	True	1	True
v_SOCS1	16542429	40	2	7	True	True	True	True	True	True	True	False	True	3	True
v_STAT1	16542429	40	2	7	True	True	True	True	True	True	True	False	True	3	True
v_STAT3	16542429	40	1	1	True	True	True	True	True	True	True	True	True	1	True
v_STAT4	16542429	40	2	4	True	True	True	True	True	True	True	True	True	1	True
v_STAT6	16542429	40	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Tbet	16542429	40	3	112	True	True	True	True	True	True	True	False	True	3	True
v_Crc	23171249	42	2	4	True	True	True	True	True	True	True	True	True	1	True
v_IHF	23171249	42	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Meta	23171249	42	9	17403738806818873735091600354311439414305857124868865291983533290400722377772511939543510832510825438524472097355413281608769200444266413353602247557120	True	True	True	True	True	True	False	False	False	147	False
v_Meta2	23171249	42	10	233345987184715808253262377710339982326968754430974339012329174726279542158789042105120051839777664184137324715134504789812846452704961142088078451158456123899952255733394500234501592241269747968175629030297113786161376474795243241720017758422148305627567409143111056471614410270477479785415550833283563520	True	True	True	True	True	True	False	False	False	147	False
v_PprA	23171249	42	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ProX	23171249	42	2	4	True	True	True	True	True	True	True	True	True	1	True
v_PtsN	23171249	42	2	4	True	True	True	True	True	True	True	True	True	1	True
v_RpoH	23171249	42	1	1	True	True	True	True	True	True	True	True	True	1	True
v_RpoS	23171249	42	1	1	True	True	True	True	True	True	True	True	True	1	True
v_TurA	23171249	42	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Upper	23171249	42	8	24519928653854221733733552434404946937899825954937634816	True	True	True	True	True	True	True	False	False	1	False
v_XylR	23171249	42	3	64	True	True	True	True	True	True	True	False	True	1	True
v_XylS	23171249	42	1	1	True	True	True	True	True	True	True	True	True	1	True
v_XylSh	23171249	42	6	281474976710656	True	True	True	True	True	True	True	False	False	1	False
v_AP	22253585	43	6	4294971665	True	True	True	True	True	True	True	False	False	5	False
v_AgAb	22253585	43	3	21	True	True	True	True	True	True	True	False	False	3	False
v_BC	22253585	43	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Bb	22253585	43	2	2	True	True	True	True	True	True	True	True	True	1	True
v_C	22253585	43	4	8751	True	True	True	True	True	True	False	False	False	7	False
v_DCI	22253585	43	3	19	True	True	True	True	True	True	True	False	False	3	False
v_DCII	22253585	43	1	1	True	True	True	True	True	True	True	True	True	1	True
v_DP	22253585	43	2	1	True	True	True	True	True	True	True	True	False	1	True
v_EC	22253585	43	1	1	True	True	True	True	True	True	True	True	True	1	True
v_IFNgI	22253585	43	5	1882255600	True	True	True	True	True	True	True	False	True	13	True
v_IFNgII	22253585	43	1	1	True	True	True	True	True	True	True	True	True	1	True
v_IL10I	22253585	43	4	24447	True	True	True	True	True	True	True	False	False	13	False
v_IL10II	22253585	43	1	1	True	True	True	True	True	True	True	True	True	1	True
v_IL12I	22253585	43	3	4	True	True	True	True	True	True	True	True	False	1	True
v_IL12II	22253585	43	3	4	True	True	True	True	True	True	True	True	False	1	True
v_IL4I	22253585	43	1	1	True	True	True	True	True	True	True	True	True	1	True
v_IL4II	22253585	43	5	1342205952	True	True	True	True	True	True	True	False	False	5	False
v_IgA	22253585	43	3	21	True	True	True	True	True	True	True	False	False	3	False
v_IgG	22253585	43	2	7	True	True	True	True	True	True	True	False	True	3	True
v_MPI	22253585	43	3	19	True	True	True	True	True	True	True	False	False	3	False
v_NE	22253585	43	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Oag	22253585	43	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PH	22253585	43	2	1	True	True	True	True	True	True	True	True	False	1	True
v_PIC	22253585	43	4	19660	True	True	True	True	True	True	True	False	True	7	True
v_T0	22253585	43	1	1	True	True	True	True	True	True	True	True	True	1	True
v_TTSSI	22253585	43	3	64	True	True	True	True	True	True	True	False	True	1	True
v_TTSSII	22253585	43	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Th1I	22253585	43	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Th1II	22253585	43	3	1	True	True	True	True	True	True	True	True	False	1	True
v_Th2I	22253585	43	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Th2II	22253585	43	3	2	True	True	True	True	True	True	True	True	False	1	True
v_TrI	22253585	43	1	1	True	True	True	True	True	True	True	True	True	1	True
v_TrII	22253585	43	2	1	True	True	True	True	True	True	True	True	False	1	True
v_AD	22253585	44	4	24396	True	True	True	True	True	True	False	False	False	9	False
v_BC	22253585	44	2	7	True	True	True	True	True	True	True	False	True	3	True
v_DCI	22253585	44	1	1	True	True	True	True	True	True	True	True	True	1	True
v_DCII	22253585	44	1	1	True	True	True	True	True	True	True	True	True	1	True
